Column1,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,fromCurrency,toCurrency,lastMarket,coinMarketCapLink,algorithm,tradeable,country,sector,industry,asOfDate,periodType,ForwardPeRatio,MarketCap2,PbRatio,PeRatio,PsRatio,forwardPE,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,fiveYearAvgDividendYield,PegRatio,openInterest,yield,ytdReturn,totalAssets,expireDate,strikePrice,navPrice,volume24Hr,volumeAllCurrencies,circulatingSupply,maxSupply,startDate,0,O&G,Renewable
CA87971M1032,1,2,28.31,28.24,27.495,28.28,28.31,28.24,27.495,28.28,1.35,0.045900002,09/06/2022 01:00,1.0298,0.580191,29.297873,1965840,1965840,2451193,2377150,2377150,27.49,27.5,0,0,37481938944,27.26,34.65,2.1955214,29.179,30.5605,1.185,0.041858,CAD,,,,,,FALSE,Canada,Communication Services,Telecom Services,,,,,,,,21.515627,,,,4.47,,,,,,,,,,,,,,,0,0
KR7069960003,1,2,55000,54500,54400,56000,55000,54500,54400,56000,1100,0.0165,29/12/2021 00:00,0.1153,0.853433,,66933,66933,73833,90723,90723,55000,55200,0,0,1.20E+12,53000,86900,0.31323016,61352,71166.5,,,KRW,,,,,,FALSE,South Korea,Consumer Cyclical,Department Stores,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,0,0
CA01626P4033,1,2,57.31,57.17,56.76,58.36,57.31,57.17,56.76,58.36,0.44,0.0077,07/07/2022 01:00,0.1244,0.956668,18.541735,1850479,1850479,1396495,1648730,1648730,57.05,57.07,,,60630720512,45.23,60.66,0.96530515,57.7294,54.516,0.306,0.005339382,CAD,,,,,,FALSE,Canada,Consumer Cyclical,Specialty Retail,,,,,,,,18.181528,,,,0.63,,,,,,,,,,,,,,,0,0
KR7034020008,1,2,14800,14600,14400,14800,14800,14600,14400,14800,,,28/12/2016 00:00,0,2.02345,,2737171,2737171,6128007,5840427,5840427,14550,14600,0,0,7.81E+12,13950,27650,0.65147054,18591,19282.5,,,KRW,,,,,,FALSE,South Korea,Industrials,Specialty Industrial Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
KR7079160008,1,2,15200,15000,15000,15350,15200,15000,15000,15350,,,27/12/2018 00:00,0,1.343383,,73002,73002,163194,184097,184097,15100,15200,0,0,6.16E+11,14500,33700,0.78284276,19359,23628.5,,,KRW,,,,,,FALSE,South Korea,Communication Services,Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
JP3300600008,1,2,465,457,452,460,465,457,452,460,20,0.0427,29/09/2022 01:00,,1.309056,,3781700,3781700,3885963,4520850,4520850,457,459,0,0,2.26E+11,418,638,0.24320227,476.52,482.36,20,0.043010753,JPY,,,,,,FALSE,Japan,Industrials,Business Equipment & Supplies,,,,,,,,9.502074,,,,4.4,,,,,,,,,,,,,,,0,0
HK0003000038,1,3,7.12,7.11,7,7.11,7.12,7.11,7,7.11,0.35,0.0423,08/06/2022 01:00,1.3011,0.522759,17.890774,11936880,11936880,15284779,19355497,19355497,7.02,7.03,0,0,1.31E+11,6.71,12.4,2.4455462,7.6788,9.5232,0.35,0.049157303,HKD,,,,,,FALSE,Hong Kong,Utilities,Utilities—Regulated Gas,,,,,,,,11.7,,,,2.53,,,,,,,,,,,,,,,0,0
US8725901040,1,2,141.23,140.4,138.85,141.88,141.23,140.4,138.85,141.88,,,01/05/2013 01:00,0,0.473818,52.670944,4533506,4533506,4402270,5306620,5306620,138.44,143.75,1000,900,1.74E+11,101.51,148.04,2.1705418,142.0888,129.8599,,,USD,,,,,,FALSE,United States,Communication Services,Telecom Services,,,,,,,,41.49405,,,,,,,,,,,,,,,,,,,0,0
IE00B56GVS15,1,2,23.13,23.02,22.595,23.02,23.13,23.02,22.595,23.02,,,,0,0.70498,,1561901,1561901,1427142,1535680,1535680,22.6,0,4000,3000,3688490752,21.24,32.79,3.143507,24.3026,26.31075,,,USD,,,,,,FALSE,Ireland,Healthcare,Biotechnology,,,,,,,,23.760416,,,,,,,,,,,,,,,,,,,0,0
KR7033780008,1,2,87000,86300,86300,87100,87000,86300,86300,87100,4800,0.0585,29/12/2021 00:00,0.5727,0.130653,,225813,225813,256775,399001,399001,86900,87000,0,0,1.05E+13,76600,87700,1.9270711,83338,81863.5,,,KRW,,,,,,FALSE,South Korea,Consumer Defensive,Tobacco,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,0,0
CA1247651088,1,2,22.91,22.85,22.66,23.195,22.91,22.85,22.66,23.195,,,12/03/2020 00:00,0,1.885762,586.4103,652368,652368,821322,811520,811520,22.86,22.88,0,0,7245216256,20.9,42.43,2.1490867,25.7984,30.416,0.11,0.004801397,CAD,,,,,,FALSE,Canada,Industrials,Aerospace & Defense,,,,,,,,23.336735,,,,,,,,,,,,,,,,,,,0,0
US12653C1080,1,2,17.45,17.31,17.205,17.9225,17.45,17.31,17.205,17.9225,,,02/02/2017 00:00,0,1.355044,,3171694,3171694,3085529,3501140,3501140,17.42,0,1100,1400,3666432256,12.97,24.21,1.0723324,16.7858,17.83505,,,USD,,,,,,FALSE,United States,Energy,Oil & Gas E&P,,,,,,,,17.01961,,,,,,,,,,,,,,,,,,,1,0
JP3547670004,1,2,2927,2877,2857,2925,2927,2877,2857,2925,42,0.0153,29/09/2022 01:00,0.3069,1.42022,31.483812,420000,420000,541216,598090,598090,2874,2879,0,0,6.61E+11,2160,3685,0.62339574,2790.08,2711.165,28,0.009566109,JPY,,,,,,FALSE,Japan,Industrials,Staffing & Employment Services,,,,,,,,22.74634,,,,1.26,,,,,,,,,,,,,,,0,0
US0495601058,1,2,104.11,103.65,100.68,103.8,104.11,103.65,100.68,103.8,2.72,0.0224,20/05/2022 01:00,0.48790002,0.475521,19.586166,820058,820058,894353,793730,793730,97,111.18,900,1000,13377990656,88.1,122.96,3.486992,114.3372,112.24735,2.35,0.022572279,USD,,,,,,FALSE,United States,Utilities,Utilities—Regulated Gas,,,,,,,,18.63401,,,,2.23,,,,,,,,,,,,,,,0,0
JP3258000003,1,2,2245.5,2220.5,2218,2249,2245.5,2220.5,2218,2249,65,0.0297,29/12/2022 00:00,0.90019995,0.572592,26.221344,1983900,1983900,2656011,2588660,2588660,2242.5,2246,,,,1739,2305.5,,2232.47,2011.09,65,0.028946782,JPY,,,,,,FALSE,Japan,Consumer Defensive,Beverages—Brewers,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,0,0
LU0501835309,1,3,23.75,24,23.05,24,23.75,24,23.05,24,0.55,0.020499999,03/10/2022 01:00,0.22379999,0.763296,34.070927,540194,540194,414529,537635,537635,23.25,23.3,0,0,34103099392,20.5,34.35,19.14444,25.134,26.18375,0.022,0.000926316,HKD,,,,,,FALSE,Luxembourg,Consumer Defensive,Household & Personal Products,,,,,,,,30.592106,,,,1.57,,,,,,,,,,,,,,,0,0
US7757111049,1,2,36.68,36.63,36.45,37.19,36.68,36.63,36.45,37.19,0.4,0.0104,09/08/2022 01:00,0.5672,0.568752,58.93651,1187559,1187559,1356637,1061480,1061480,0,37.89,800,1200,18269779968,28.51,39.7,7.149841,36.1586,34.3077,0.239,0.006515812,USD,,,,,,FALSE,United States,Consumer Cyclical,Personal Services,,,,,,,,54.602943,,,,0.95,,,,,,,,,,,,,,,0,0
US3825501014,1,2,11.44,11.4,11.13,11.55,11.44,11.4,11.13,11.55,,,31/01/2020 00:00,0,1.875266,,3369505,3369505,4180320,4773370,4773370,10.85,11.2,900,4000,3156107520,10.07,24.89,0.16721098,13.151,14.5214,0,0,USD,,,,,,FALSE,United States,Consumer Cyclical,Auto Parts,,,,,,,,6.448276,,,,,,,,,,,,,,,,,,,0,0
CA0636711016,1,2,124.73,124.43,120.79,124.5,124.73,124.43,120.79,124.5,5.56,0.0436,29/07/2022 01:00,0.26229998,1.16207,14.742669,2006540,2006540,2225636,1781560,1781560,121.18,121.22,0,0,78549540864,118.79,154.47,2.5042095,126.694,135.88185,4.24,0.033993423,CAD,,,,,,FALSE,Canada,Financial Services,Banks—Diversified,,,,,,,,11.167742,,,,4,,,,,,,,,,,,,,,0,0
KR7024110009,1,2,9770,9730,9720,10000,9770,9730,9720,10000,780,0.083100006,29/12/2021 00:00,0.264,,,1108585,1108585,801178,949818,949818,9970,9980,0,0,7.42E+12,8780,11700,,9606.8,10343,,,KRW,,,,,,FALSE,South Korea,Financial Services,Banks—Regional,,,,,,,,,,,,5.56,,,,,,,,,,,,,,,0,0
CA45075E1043,1,2,75.12,74.8,74.05,75.07,75.12,74.8,74.05,75.07,2.7,0.0383,11/08/2022 01:00,0.3189,1.346651,13.15965,208642,208642,196773,198610,198610,74.99,75.06,0,0,8073401344,58.7,85.25,0.7921312,71.222,71.33735,1.94,0.025825346,CAD,,,,,,FALSE,Canada,Financial Services,Insurance—Diversified,,,,,,,,8.961768,,,,3.09,,,,,,,,,,,,,,,0,0
DE0006599905,1,2,170.35,169.45,168.45,170.65,170.35,169.45,168.45,170.65,1.85,0.01,25/04/2022 01:00,0.191,0.591279,37.1663,81113,81113,242615,293659,293659,169.8,169.8,6700,11200,73847046144,153.1,231.5,3.6460476,174.883,178.6555,1.4,0.008218373,EUR,,,,,,FALSE,Germany,Healthcare,Drug Manufacturers—Specialty & Generic,,,,,,,,18.322546,,,,1.15,,,,,,,,,,,,,,,0,0
ZAE000210688,1,2,2840,2833,2832,2903,2840,2833,2832,2903,0.47,0.016900001,20/04/2022 01:00,0.2821,0.805695,2934.827,2470626,2470626,2640873,5017704,5017704,2879,2883,0,0,4.41E+12,2434,5321,217.88536,2830.2,3538.7544,0,0,ZAc,,,,,,FALSE,South Africa,Financial Services,Insurance—Diversified,,,,,,,,664.0553,,,,2.6,,,,,,,,,,,,,,,0,0
NO0010716418,1,2,100.5,100.4,99.25,101,100.5,100.4,99.25,101,5.2,0.038599998,25/04/2022 01:00,0.16479999,1.021082,2.8251402,133766,133766,98858,186906,186906,99.2,99.4,193700,168600,18069155840,93.55,216,6.3311687,123.278,155.078,4.9,0.04875622,NOK,,,,,,FALSE,Norway,Real Estate,REIT—Office,,,,,,,,12.3599,,,,3.22,,,,,,,,,,,,,,,0,0
NO0010715139,1,2,75.42,74.26,73.52,78.24,75.42,74.26,73.52,78.24,2.54,0.024500001,02/05/2022 01:00,,0.945855,,149985,149985,417292,600610,600610,77.88,78.04,,,12378431488,71.68,176.9,4.054514,100.998,112.93255,1.09,0.014452401,NOK,,,,,,FALSE,Norway,Utilities,Utilities—Renewable,,,,,,,,22.99115,,,,,,,,,,,,,,,,,,,0,1
AU000000MFG4,1,2,12.91,13.1,12.97,13.3,12.91,13.1,12.97,13.3,2.2,0.154,23/02/2022 00:00,1.2401999,1.016291,5.9972796,777581,777581,1025870,1521218,1521218,13.19,13.24,0,0,2456982784,10.42,36.9,3.1146705,12.943,15.14755,1.887,0.14616576,AUD,,,,,,FALSE,Australia,Financial Services,Asset Management,,,,,,,,6.068807,,,,5.36,,,,,,,,,,,,,,,0,0
TW0002379005,1,2,278.5,274,259.5,274,278.5,274,259.5,274,14,0.040900003,08/09/2021 01:00,0.3849,0.878559,15.32782,6463960,6463960,3338627,4359161,4359161,257.5,258,,,1.33E+11,257,594,1.1840839,326.48,417.4975,14,0.0502693,TWD,,,,,,FALSE,Taiwan,Technology,Semiconductors,,,,,,,,7.3098593,,,,2.99,,,,,,,,,,,,,,,0,0
JP3240400006,1,2,8210,8130,8070,8180,8210,8130,8070,8180,61,0.0078,30/03/2022 01:00,0.3006,0.930043,54.406094,369800,369800,511970,619790,619790,8150,8180,0,0,1.57E+12,6450,10140,3.0322845,8456,8158.95,45,0.005481121,JPY,,,,,,FALSE,Japan,Consumer Defensive,Packaged Foods,,,,,,,,40.985252,,,,0.72,,,,,,,,,,,,,,,0,0
FI0009007900,1,2,17.98,18,17.7,18,17.98,18,17.7,18,1.04,0.047,12/09/2022 01:00,0.5806,0.375179,14.73772,12507,12507,23834,26018,26018,17.7,17.76,0,0,7399396864,17.7,29.3,0.638512,20.3768,22.3835,0.75,0.041713014,EUR,,,,,,FALSE,Finland,Consumer Defensive,Grocery Stores,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,0,0
TH0201A10Y01,1,2,70.75,70.5,70,71,70.75,70.5,70,71,2.83,0.0404,23/02/2022 00:00,0.8524,0.575376,20.723875,3278043,3278043,3437001,4464860,4464860,71,71.25,0,0,2.28E+11,67,82,70.32021,72.865,73.6825,2.5,0.03533569,THB,,,,,,FALSE,Thailand,Communication Services,Telecom Services,,,,,,,,19.559229,,,,4.44,,,,,,,,,,,,,,,0,0
CA4495861060,1,2,36.19,36.04,35.75,36.12,36.19,36.04,35.75,36.12,2.25,0.060500003,29/06/2022 01:00,0.5435,1.645469,11.162719,235655,235655,301196,353330,353330,35.81,35.85,0,0,8563961856,33.68,51.68,2.1639183,36.5102,40.2675,2.25,0.062171873,CAD,,,,,,FALSE,Canada,Financial Services,Asset Management,,,,,,,,8.930175,,,,6.03,,,,,,,,,,,,,,,0,0
KR7023530009,1,2,88800,87600,87600,90000,88800,87600,87600,90000,2800,0.0296,29/12/2021 00:00,,0.950167,,40696,40696,62951,62710,62710,89400,89500,0,0,2.53E+12,76100,110500,0.1634338,95854,93651,,,KRW,,,,,,FALSE,South Korea,Consumer Cyclical,Department Stores,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,0,0
US3848021040,1,2,518.76,516.22,508.55,521.17,518.76,516.22,508.55,521.17,6.88,0.0127,05/08/2022 01:00,0.2889,1.178799,36.16422,226203,226203,330740,370020,370020,496.15,511.91,800,1000,26254075904,413.66,588.62,1.8469276,545.8408,502.32925,6.03,0.011623872,USD,,,,,,FALSE,United States,Industrials,Industrial Distribution,,,,,,,,22.379885,,,,1.74,,,,,,,,,,,,,,,0,0
JP3910660004,1,2,2642,2600,2587.5,2616,2642,2600,2587.5,2616,100,0.0129,29/09/2022 01:00,0.4158,0.537134,12.415994,5035100,5035100,5946342,6187988,6187988,2591.5,2595,,,1.77E+12,1886,2787.3333,0.3028633,2567.92,2426.7417,195,0.073807724,JPY,,,,,,FALSE,Japan,Financial Services,Insurance—Property & Casualty,,,,,,,,,,,,3.44,,,,,,,,,,,,,,,0,0
CA3759161035,1,2,41.38,41.22,41.09,41.65,41.38,41.22,41.09,41.65,0.88,0.0234,25/05/2022 01:00,0.1889,1.57794,,350870,350870,478596,515060,515060,41.48,41.5,,,8045782528,33.83,55.13,2.5888531,40.2158,43.42495,0.308,0.007443209,CAD,,,,,,FALSE,Canada,Consumer Cyclical,Apparel Manufacturing,,,,,,,,12.061047,,,,,,,,,,,,,,,,,,,0,0
SG1S03926213,1,4,1.6,1.6,1.55,1.61,1.6,1.6,1.55,1.61,0.07,0.0382,28/07/2022 01:00,0.5055,0.569717,14.017858,17910400,17910400,12977699,21513310,21513310,1.56,1.57,0,0,7335259648,1.5,2.03,10.441755,1.7062,1.7395,0.083,0.051875,SGD,,,,,,FALSE,Singapore,Real Estate,REIT—Industrial,,,,,,,,17.444445,,,,4.51,,,,,,,,,,,,,,,0,0
ZAE000200457,1,2,17598,17800,17461,17837,17598,17800,17461,17837,8.07,0.0448,29/06/2022 01:00,0.5866,0.986599,2036.1143,162943,162943,965710,885023,885023,17808,17819,0,0,4.57E+12,16455,22698,163.96089,18715.62,19795.795,2.101,0.000119389,ZAc,,,,,,FALSE,South Africa,Consumer Cyclical,Apparel Retail,,,,,,,,1352.7715,,,,3.38,,,,,,,,,,,,,,,0,0
US7045492037,1,2,27.76,27.37,27.2725,28.74,27.76,27.37,27.2725,28.74,,,29/10/2019 00:00,0,1.19455,,6258790,6258790,5577232,6486190,6486190,27.4,27.77,1400,800,3532011008,8.58,33.29,0.89262074,23.3516,21.00975,0.145,0.005223343,USD,,,,,,FALSE,United States,Energy,Thermal Coal,,,,,,,,-13.229666,,,,,,,,,,,,,,,,,,,1,0
CNE000001BM7,1,2,28.65,28.63,28.4,29.59,28.65,28.63,28.4,29.59,0.8,0.027999999,08/06/2022 01:00,0.0639,1.122278,16.107122,14593359,14593359,17083464,13513841,13513841,29.17,29.18,0,0,61604413440,25.77,36.88,2.0708847,29.0174,30.606,0.3,0.010471204,CNY,,,,,,FALSE,China,Basic Materials,Agricultural Inputs,,,,,,,,7.8625336,,,,1,,,,,,,,,,,,,,,0,0
BRKLBNCDAM18,1,2,18.93,0,0,0,18.93,0,0,0,1.45,0.052600004,02/08/2022 01:00,,0.737018,,0,0,6875056,6934710,6934710,18.84,18.85,0,0,92637683712,0,27.18,5.034555,19.1852,21.9224,0.004,0.000211305,BRL,,,,,,FALSE,Brazil,Basic Materials,Paper & Paper Products,,,,,,,,10.010638,,,,,,,,,,,,,,,,,,,0,0
TW0001476000,1,2,409.5,409,402,409,409.5,409,402,409,12,0.0294,05/07/2022 01:00,0.54080003,0.948911,26.05275,924355,924355,865557,916359,916359,403.5,404,0,0,1.11E+11,377,672,2.926522,439.17,495.905,11,0.026862027,TWD,,,,,,FALSE,Taiwan,Consumer Cyclical,Apparel Manufacturing,07/10/2022,TTM,16.6389,1.12E+11,5.090687,18.445946,2.858698,15.799766,1.10E+11,13.258376,2.808699,2.65,,,,,,,,,,,,,,,0,0
BRBBSEACNOR5,1,2,27.57,0,0,0,27.57,0,0,0,2.07,0.0757,18/08/2022 01:00,0.6046,0.756108,11.771187,0,0,5711009,8497870,8497870,27.7,27.78,0,0,56501743616,0,30.96,9.138162,28.7758,25.42745,1.953,0.07083786,BRL,,,,,,FALSE,Brazil,Financial Services,Insurance—Diversified,07/10/2022,TTM,9.2764,55049747757,7.084663,11.4875,13.87979,9.048861,55045574757,,13.878966,6.6,,,,,,,,,,,,,,,0,0
US55354G1004,1,2,447.48,444.04,436.6,447.99,447.48,444.04,436.6,447.99,5,0.0112,11/08/2022 01:00,0.4275,1.092483,44.87667,331481,331481,402553,418320,418320,436,0,800,900,35151589376,376.41,679.85,16.134262,466.779,475.46124,4.16,0.009296504,USD,,,,,,FALSE,United States,Financial Services,Financial Data & Stock Exchanges,06/10/2022,TTM,35.3357,36023455591,,45.989723,16.98097,34.300865,39825519591,31.816687,18.279555,0.88,2.8164,,,,,,,,,,,,,,0,0
JP3278600006,1,2,3960,3935,3910,4025,3960,3935,3910,4025,17,0.0043,30/03/2023 01:00,0.83169997,0.541467,196.67319,365800,365800,458554,548010,548010,4010,4020,0,0,6.67E+11,2925,4095,3.0024822,3843.5,3470.82,17,0.004292929,JPY,,,,,,FALSE,Japan,Industrials,Railroads,04/10/2022,TTM,,6.53E+11,1.803984,190.068493,2.979551,19.950373,9.78E+11,123.106445,4.40365,0.47,,,,,,,,,,,,,,,0,0
IE00BF0L3536,1,4,2.67,2.63,2.63,2.726,2.67,2.63,2.63,2.726,,,26/03/2020 00:00,0,2.161065,8.754839,1378666,1378666,2241849,3995978,3995978,2.712,2.716,0,0,7255689216,1.726,2.746,2.455394,2.34944,2.2706926,0.045,0.016853932,EUR,,,,,,FALSE,Ireland,Financial Services,Banks—Regional,30/09/2022,TTM,9.4787,6646143183,0.514169,8.572414,2.684117,8.224242,,,,,,,,,,,,,,,,,,,0,0
CA5592224011,1,2,69.24,68.8,68.57,70.03,69.24,68.8,68.57,70.03,2.33,0.033299997,11/08/2022 01:00,0.7719,1.540685,22.704546,720916,720916,712122,821940,821940,69.89,69.92,0,0,20207112192,64.49,113,0.5607946,75.7912,82.90535,1.78,0.025707684,CAD,,,,,,FALSE,Canada,Consumer Cyclical,Auto Parts,06/10/2022,TTM,7.148,20007757753,1.339205,22.278268,0.420785,7.6093583,24618113239,9.571584,0.68321,2.57,,,,,,,,,,,,,,,0,0
KR7005830005,1,2,55400,55100,54900,56400,55400,55100,54900,56400,3500,0.0618,29/12/2021 00:00,0.219,0.532761,,104129,104129,129669,133654,133654,56500,56600,0,0,3.38E+12,52000,72900,0.18306689,60116,62308.5,,,KRW,,,,,,FALSE,South Korea,Financial Services,Insurance—Property & Casualty,01/10/2022,TTM,5.8582,3.31E+12,0.608582,3.454102,0.184154,,3.76E+12,,0.208936,3.96,,,,,,,,,,,,,,,0,0
US0530151036,1,2,239.05,239.38,234.595,240.97,239.05,239.38,234.595,240.97,4.16,0.0177,08/09/2022 01:00,0.5786,0.829034,33.555714,1497708,1497708,1621759,1962750,1962750,220,246.93,1000,800,97547935744,192.26,261.59,5.9126053,242.9354,224.2368,4.05,0.016942063,USD,,,,,,FALSE,United States,Industrials,Staffing & Employment Services,06/10/2022,TTM,29.4118,99275474191,30.78023,34.15,6.273266,26.30347,1.01E+11,23.024602,6.314995,1.96,2.8321,,,,,,,,,,,,,,0,0
AU000000EVN4,1,4,2.11,2.1,2.07,2.12,2.11,2.1,2.07,2.12,0.06,0.028399998,30/08/2022 01:00,0.45200002,0.361574,11.666666,15550976,15550976,13310898,16966357,16966357,2.09,2.1,0,0,3853310720,1.805,4.75,1.866075,2.3319,3.369775,0.06,0.02843602,AUD,,,,,,FALSE,Australia,Basic Materials,Gold,02/10/2022,TTM,10.2459,3761573976,1.155993,11.581921,1.813484,11.052631,5048940976,5.405163,2.445093,2.58,,,,,,,,,,,,,,,0,0
CA12532H1047,1,2,107.61,107.26,104.6,107.47,107.61,107.26,104.6,107.47,,,,0,0.910599,18.169844,379986,379986,317115,336120,336120,104.72,104.86,0,0,24948774912,95.45,116,1.9757591,106.3308,105.16675,0,0,CAD,,,,,,FALSE,Canada,Technology,Information Technology Services,06/10/2022,TTM,16.2866,25607957833,3.668582,18.177365,2.087646,15.741741,28642718833,11.35809,2.268292,,,,,,,,,,,,,,,,0,0
US3156161024,1,2,156.28,156.28,151.925,156.78,156.28,156.28,151.925,156.78,,,,0,1.138909,27.08897,708454,708454,534968,523350,523350,0,175,900,1400,9067749376,141.91,249,3.3862572,159.6908,182.3646,0,0,USD,,,,,,FALSE,United States,Technology,Software—Infrastructure,06/10/2022,TTM,13.6054,9308379522,4.007077,27.957066,3.590246,13.22676,9233201522,16.806829,3.448043,,0.9322,,,,,,,,,,,,,,0,0
SE0000106270,1,2,105.46,105.14,104.8,106.68,105.46,105.14,104.8,106.68,6.5,0.0572,10/11/2022 00:00,1.2218,1.195121,13.265664,1281613,1281613,4186907,6428023,6428023,105.84,105.94,0,0,1.74E+11,98.2,191.86,0.79670537,117.5066,138.44525,6.5,0.06163474,SEK,,,,,,FALSE,Sweden,Consumer Cyclical,Apparel Manufacturing,02/10/2022,TTM,13.245,1.70E+11,3.022576,12.964912,0.792499,18.283247,2.73E+11,6.866239,1.264039,,2.3079,,,,,,,,,,,,,,0,0
ZAE000145892,1,2,1740,1725,1707,1745,1740,1725,1707,1745,0.15,0.0086,14/06/2022 01:00,0.23629999,0.493421,16.28302,405299,405299,4316815,6142915,6142915,1724,1727,0,0,25013708800,1597,2527,0.9056048,1931.76,2067.08,0.4,0.000229885,ZAc,,,,,,FALSE,South Africa,Healthcare,Medical Care Facilities,02/10/2022,TTM,16.9779,25085711794,1.43306,16.303531,0.918356,10.99363,36006711794,12.152113,1.312916,,,,,,,,,,,,,,,,0,0
INE775A01035,1,2,76.15,76.85,75.35,77,76.15,76.85,75.35,77,0.43,0.006,12/08/2022 01:00,1.3636,1.635448,105.06849,6555286,6555286,12568695,22259665,22259665,0,0,,,5.20E+11,68.5,134.86667,0.8034076,81.91067,90.135216,0,0,INR,,,,,,FALSE,India,Consumer Cyclical,Auto Parts,06/10/2022,TTM,21.7391,4.90E+11,2.379678,98.590954,0.6489,,5.79E+11,12.953507,0.901472,,,,,,,,,,,,,,,,0,0
CA7397211086,1,2,19.69,19.69,19.49,19.92,19.69,19.69,19.49,19.92,0.48,0.0242,28/09/2022 01:00,0.3925,1.937901,18.551401,748465,748465,492180,689900,689900,19.86,19.86,0,0,4740179968,12.75,20.42,9.526085,18.045,17.21255,0.42,0.021330623,CAD,,,,,,FALSE,Canada,Energy,Oil & Gas E&P,07/10/2022,TTM,16.9779,4740180000,1.74837,18.551402,8.897349,15.753968,5211080000,11.13003,10.085311,3.7,,,,,,,,,,,,,,,1,0
US91879Q1094,1,2,223.73,223.59,220.18,225.98,223.73,223.59,220.18,225.98,7.64,0.0346,04/10/2022 01:00,0.65260005,1.161016,26.169432,322836,322836,365068,645170,645170,0,0,900,800,8897570816,201.91,376.24,3.5225182,228.927,250.56654,5.58,0.024940778,USD,,,,,,FALSE,United States,Consumer Cyclical,Resorts & Casinos,07/10/2022,TTM,27.1739,8897577438,5.518086,25.832749,3.55774,21.739174,10732984438,12.513171,4.249152,,,,,,,,,,,,,,,,0,0
CNE100001NN9,1,3,5.38,5.37,5.09,5.37,5.38,5.37,5.09,5.37,0.81,0.1496,29/07/2022 01:00,0,0.921052,4.180328,93700,93700,636998,476262,476262,5.1,5.11,0,0,32312578048,4.96,10.866666,0.19867828,6.4846,7.980483,0.46,0.08550186,HKD,,,,,,FALSE,China,Industrials,Metal Fabrication,07/10/2022,TTM,,34150719883,0.556464,4.394662,0.139151,3.9534883,53438866422,3.473718,0.328576,3.76,,,,,,,,,,,,,,,0,0
GB00B3MBS747,1,2,458.6,453.7,444.5,460.4,458.6,453.7,444.5,460.4,,,,0,0.984167,,999899,999899,2812942,3844789,3844789,448.3,448.9,0,0,3691864064,439.32,1964.5,1.5125631,735.6517,1023.8734,0,0,GBp,,,,,,FALSE,United Kingdom,Consumer Defensive,Grocery Stores,02/10/2022,TTM,,3898108972,2.695788,,1.433974,,4656908972,302.396686,1.907944,,,,,,,,,,,,,,,,0,0
US5962781010,1,2,137.93,137.86,135.5347,138.58,137.93,137.86,135.5347,138.58,,,02/06/2004 01:00,0,1.54532,16.26453,279067,279067,443143,529370,529370,0,0,800,900,7387994112,120.3,201.34,2.0009527,143.505,156.46375,0,0,USD,,,,,,FALSE,United States,Industrials,Specialty Industrial Machinery,06/10/2022,TTM,13.6612,7432176258,3.073726,16.26533,2.101672,12.971619,9985348258,11.932407,2.704416,,,,,,,,,,,,,,,,0,0
JP3277800003,1,2,5310,5270,5270,5370,5310,5270,5270,5370,40,0.0075,30/03/2023 01:00,0.5542,0.161528,74.40765,262900,262900,286883,380110,380110,5350,5370,0,0,6.56E+11,4025,5900,2.10402,5274.8,4968.725,40,0.007532957,JPY,,,,,,FALSE,Japan,Industrials,Conglomerates,05/10/2022,TTM,,6.58E+11,1.924672,74.684772,2.111869,31.748848,9.72E+11,43.970004,3.119812,0.72,,,,,,,,,,,,,,,0,0
DK0010244425,1,2,13800,14000,13700,14030,13800,14000,13700,14030,2500,0.18270001,16/03/2022 00:00,0.2618,1.55798,1.2870338,2188,2188,7696,8235,8235,13730,13750,0,0,2.51E+11,12870,23160,3.3058195,17109.6,19149.1,381,0.027608696,DKK,,,,,,FALSE,Denmark,Industrials,Marine Shipping,06/10/2022,TTM,4.6773,2.50E+11,0.639761,1.281414,0.453121,,2.93E+11,8.891988,3.857715,3.25,0.3869,,,,,,,,,,,,,,0,0
